fpas_code,fpas_description,regime,calculation_base,third_party_name,third_party_code,third_party_rate,convention_situation
566,"EMPRESA DE COMUNICAÇÃO - EMPRESA DE PUBLICIDADE - EMPRESA JORNALÍSTICA - EMPRESA DE DIFUSÃO CULTURAL E ARTÍSTICA - ESTABELECIMENTO DE CULTURA FÍSICA - ESTABELECIMENTO HÍPICO - ESCRITÓRIO, CONSULTÓRIO DE PROFISSIONAL LIBERAL (pessoa física) - SINDICATO OU ASSOCIAÇÃO DE PROFISSIONAL, EMPREGADO OU EMPREGADOR, PERTENCENTE A ATIVIDADE OUTRORA VINCULADA AO ex-IAPC - CONDOMÍNIO - CRECHE - ASSOCIAÇÕES DESPORTIVAS (exceto clubes de futebol profissional - FPAS 647 e 779) - ENTIDADES RECREATIVAS, CULTURAIS, DE ORIENTAÇÃO E FORMAÇÃO PROFISSIONAL E DE ASSISTÊNCIA SOCIAL - SOCIEDADE COOPERATIVA (estabelecimento no qual explora atividade econômica relacionada neste código)",COOPERATIVAS,Remuneração dos Segurados,TOTAL,4163,"5,5%",
574,ESTABELECIMENTO DE ENSINO - SOCIEDADE COOPERATIVA (estabelecimento no qual explora atividade econômica relacionada neste código),EMPRESAS,Remuneração dos Segurados,SALÁRIO EDUCAÇÃO,0001,"2,5%",
574,ESTABELECIMENTO DE ENSINO - SOCIEDADE COOPERATIVA (estabelecimento no qual explora atividade econômica relacionada neste código),EMPRESAS,Remuneração dos Segurados,INCRA,0002,"0,2%",
574,ESTABELECIMENTO DE ENSINO - SOCIEDADE COOPERATIVA (estabelecimento no qual explora atividade econômica relacionada neste código),EMPRESAS,Remuneração dos Segurados,SESC,0032,"1,5%",
574,ESTABELECIMENTO DE ENSINO - SOCIEDADE COOPERATIVA (estabelecimento no qual explora atividade econômica relacionada neste código),EMPRESAS,Remuneração dos Segurados,SEBRAE,0064,"0,3%",
574,ESTABELECIMENTO DE ENSINO - SOCIEDADE COOPERATIVA (estabelecimento no qual explora atividade econômica relacionada neste código),EMPRESAS,Remuneração dos Segurados,TOTAL,0099,"4,5%",
574,ESTABELECIMENTO DE ENSINO - SOCIEDADE COOPERATIVA (estabelecimento no qual explora atividade econômica relacionada neste código),COOPERATIVAS,Remuneração dos Segurados,SALÁRIO EDUCAÇÃO,0001,"2,5%",
574,ESTABELECIMENTO DE ENSINO - SOCIEDADE COOPERATIVA (estabelecimento no qual explora atividade econômica relacionada neste código),COOPERATIVAS,Remuneração dos Segurados,INCRA,0002,"0,2%",
574,ESTABELECIMENTO DE ENSINO - SOCIEDADE COOPERATIVA (estabelecimento no qual explora atividade econômica relacionada neste código),COOPERATIVAS,Remuneração dos Segurados,SEBRAE,0064,"0,3%",
574,ESTABELECIMENTO DE ENSINO - SOCIEDADE COOPERATIVA (estabelecimento no qual explora atividade econômica relacionada neste código),COOPERATIVAS,Remuneração dos Segurados,SESCOOP,4096,"2,5%",
574,ESTABELECIMENTO DE ENSINO - SOCIEDADE COOPERATIVA (estabelecimento no qual explora atividade econômica relacionada neste código),COOPERATIVAS,Remuneração dos Segurados,TOTAL,4163,"5,5%",
582,"ÓRGÃO DO PODER PÚBLICO (União, Estado, Distrito Federal e Município, inclusive suas respectivas Autarquias e as Fundações com personalidade jurídica de direito público.) - ORGANISMO OFICIAL BRASILEIRO E INTERNACIONAL do qual o Brasil seja membro efetivo e mantenha, no exterior, brasileiro civil que trabalhe para a união ainda que lá domiciliado e contratado - REPARTIÇÃO DIPLOMÁTICA BRASILEIRA sediada no exterior que contrata auxiliares locais - MISSÃO DIPLOMÁTICA OU REPARTIÇÃO CONSULAR de carreira estrangeira e órgão a ela subordinado no Brasil, ou a membro dessa missão ou repartição, observadas as exclusões legais (Decreto-Lei nº 2.253/85), ORDEM DOS ADVOGADOS DO BRASIL - CONSELHO DE FISCALIZAÇÃO DE PROFISSÃO REGULAMENTADA. Nota: não se incluem no FPAS 582 as MISSÕES DIPLOMÁTICAS E OUTROS ORGANISMOS A ELAS EQUIPARADOS, INCLUSIVE SEUS MEMBROS, que sejam partícipes de acordo internacional de isenção reconhecido pelo Brasil, os quais deverão se enquadrar no FPAS 876.",EMPRESAS,"",NÃO APLICÁVEL,0000,0%,
590,"CARTÓRIO, TABELIONATO, oficializados ou não.",EMPRESAS,Remuneração dos Segurados,SALÁRIO EDUCAÇÃO,0001,"2,5%",
604,"PRODUTOR RURAL PESSOA FÍSICA,Contribuinte Individual e Segurado Especial, nostermos da Lei 11.718/2008,PRODUTOR RURAL PESSOA JURÍDICA,inclusive na atividade de criação de pescado emcativeiro, em relação a todos os seus empregados,CONSORCIO SIMPLIFICADO DEPRODUTORES RURAIS,AGROINDÚSTRIA não relacionada no caput doDecreto Lei nº 1.146/1970, relativamente aos segurados e envolvidos no processo de produçãoprópria, setor rural, exceto as agroindústrias depiscicultura, carcinicultura, suinocultura, avicultura eflorestamento e reflorestamento nos termos da Lei nº10.684/2003,SOCIEDADE COOPERATIVA DE PRODUÇÃORURAL, relativamente em relação aos seguradoscontratados para a colheita da produção de seuscooperados.Exclui-se deste código a prestação de serviços aterceiros, nos termos da Lei 10.256/2001.",EMPRESAS,Remuneração dos Segurados,SALÁRIO EDUCAÇÃO,0001,"2,5%",
604,"PRODUTOR RURAL PESSOA FÍSICA,Contribuinte Individual e Segurado Especial, nostermos da Lei 11.718/2008,PRODUTOR RURAL PESSOA JURÍDICA,inclusive na atividade de criação de pescado emcativeiro, em relação a todos os seus empregados,CONSORCIO SIMPLIFICADO DEPRODUTORES RURAIS,AGROINDÚSTRIA não relacionada no caput doDecreto Lei nº 1.146/1970, relativamente aos segurados e envolvidos no processo de produçãoprópria, setor rural, exceto as agroindústrias depiscicultura, carcinicultura, suinocultura, avicultura eflorestamento e reflorestamento nos termos da Lei nº10.684/2003,SOCIEDADE COOPERATIVA DE PRODUÇÃORURAL, relativamente em relação aos seguradoscontratados para a colheita da produção de seuscooperados.Exclui-se deste código a prestação de serviços aterceiros, nos termos da Lei 10.256/2001.",EMPRESAS,Remuneração dos Segurados,INCRA,0002,"0,2%",
604,"PRODUTOR RURAL PESSOA FÍSICA,Contribuinte Individual e Segurado Especial, nostermos da Lei 11.718/2008,PRODUTOR RURAL PESSOA JURÍDICA,inclusive na atividade de criação de pescado emcativeiro, em relação a todos os seus empregados,CONSORCIO SIMPLIFICADO DEPRODUTORES RURAIS,AGROINDÚSTRIA não relacionada no caput doDecreto Lei nº 1.146/1970, relativamente aos segurados e envolvidos no processo de produçãoprópria, setor rural, exceto as agroindústrias depiscicultura, carcinicultura, suinocultura, avicultura eflorestamento e reflorestamento nos termos da Lei nº10.684/2003,SOCIEDADE COOPERATIVA DE PRODUÇÃORURAL, relativamente em relação aos seguradoscontratados para a colheita da produção de seuscooperados.Exclui-se deste código a prestação de serviços aterceiros, nos termos da Lei 10.256/2001.",EMPRESAS,Remuneração dos Segurados,TOTAL,0003,"2,7%",
612,EMPRESA OPTANTE PELO SIMPLES NACIONAL EMPRESA DE TRANSPORTE RODOVIÁRIO - EMPRESA DE TRANSPORTE DE VALORES - EMPRESA DE LOCAÇÃO DE VEÍCULO - EMPRESA DE DISTRIBUIÇÃO DE PETRÓLEO (exclusivamente em relação à folha de pagamento dos empregados envolvidos diretamente na atividade de transporte) - SOCIEDADE COOPERATIVA(estabelecimento no qual explora atividade econômica relacionada neste código),EMPRESAS,Remuneração dos Segurados,ISENTO / NÃO APLICÁVEL,0000,"0,0%",
612,EMPRESA OPTANTE PELO SIMPLES NACIONAL EMPRESA DE TRANSPORTE RODOVIÁRIO - EMPRESA DE TRANSPORTE DE VALORES - EMPRESA DE LOCAÇÃO DE VEÍCULO - EMPRESA DE DISTRIBUIÇÃO DE PETRÓLEO (exclusivamente em relação à folha de pagamento dos empregados envolvidos diretamente na atividade de transporte) - SOCIEDADE COOPERATIVA(estabelecimento no qual explora atividade econômica relacionada neste código),EMPRESAS,Remuneração dos Segurados,SALÁRIO EDUCAÇÃO,0001,"2,5%",
612,EMPRESA OPTANTE PELO SIMPLES NACIONAL EMPRESA DE TRANSPORTE RODOVIÁRIO - EMPRESA DE TRANSPORTE DE VALORES - EMPRESA DE LOCAÇÃO DE VEÍCULO - EMPRESA DE DISTRIBUIÇÃO DE PETRÓLEO (exclusivamente em relação à folha de pagamento dos empregados envolvidos diretamente na atividade de transporte) - SOCIEDADE COOPERATIVA(estabelecimento no qual explora atividade econômica relacionada neste código),EMPRESAS,Remuneração dos Segurados,INCRA,0002,"0,2%",
612,EMPRESA OPTANTE PELO SIMPLES NACIONAL EMPRESA DE TRANSPORTE RODOVIÁRIO - EMPRESA DE TRANSPORTE DE VALORES - EMPRESA DE LOCAÇÃO DE VEÍCULO - EMPRESA DE DISTRIBUIÇÃO DE PETRÓLEO (exclusivamente em relação à folha de pagamento dos empregados envolvidos diretamente na atividade de transporte) - SOCIEDADE COOPERATIVA(estabelecimento no qual explora atividade econômica relacionada neste código),EMPRESAS,Remuneração dos Segurados,SEBRAE,0064,"0,6%",
612,EMPRESA OPTANTE PELO SIMPLES NACIONAL EMPRESA DE TRANSPORTE RODOVIÁRIO - EMPRESA DE TRANSPORTE DE VALORES - EMPRESA DE LOCAÇÃO DE VEÍCULO - EMPRESA DE DISTRIBUIÇÃO DE PETRÓLEO (exclusivamente em relação à folha de pagamento dos empregados envolvidos diretamente na atividade de transporte) - SOCIEDADE COOPERATIVA(estabelecimento no qual explora atividade econômica relacionada neste código),EMPRESAS,Remuneração dos Segurados,SEST,1024,"1,5%",
612,EMPRESA OPTANTE PELO SIMPLES NACIONAL EMPRESA DE TRANSPORTE RODOVIÁRIO - EMPRESA DE TRANSPORTE DE VALORES - EMPRESA DE LOCAÇÃO DE VEÍCULO - EMPRESA DE DISTRIBUIÇÃO DE PETRÓLEO (exclusivamente em relação à folha de pagamento dos empregados envolvidos diretamente na atividade de transporte) - SOCIEDADE COOPERATIVA(estabelecimento no qual explora atividade econômica relacionada neste código),EMPRESAS,Remuneração dos Segurados,SENAT,2048,"1,0%",
612,EMPRESA OPTANTE PELO SIMPLES NACIONAL EMPRESA DE TRANSPORTE RODOVIÁRIO - EMPRESA DE TRANSPORTE DE VALORES - EMPRESA DE LOCAÇÃO DE VEÍCULO - EMPRESA DE DISTRIBUIÇÃO DE PETRÓLEO (exclusivamente em relação à folha de pagamento dos empregados envolvidos diretamente na atividade de transporte) - SOCIEDADE COOPERATIVA(estabelecimento no qual explora atividade econômica relacionada neste código),EMPRESAS,Remuneração dos Segurados,TOTAL,3139,"5,8%",
612,EMPRESA OPTANTE PELO SIMPLES NACIONAL EMPRESA DE TRANSPORTE RODOVIÁRIO - EMPRESA DE TRANSPORTE DE VALORES - EMPRESA DE LOCAÇÃO DE VEÍCULO - EMPRESA DE DISTRIBUIÇÃO DE PETRÓLEO (exclusivamente em relação à folha de pagamento dos empregados envolvidos diretamente na atividade de transporte) - SOCIEDADE COOPERATIVA(estabelecimento no qual explora atividade econômica relacionada neste código),COOPERATIVAS,Remuneração dos Segurados,SALÁRIO EDUCAÇÃO,0001,"2,5%",
612,EMPRESA OPTANTE PELO SIMPLES NACIONAL EMPRESA DE TRANSPORTE RODOVIÁRIO - EMPRESA DE TRANSPORTE DE VALORES - EMPRESA DE LOCAÇÃO DE VEÍCULO - EMPRESA DE DISTRIBUIÇÃO DE PETRÓLEO (exclusivamente em relação à folha de pagamento dos empregados envolvidos diretamente na atividade de transporte) - SOCIEDADE COOPERATIVA(estabelecimento no qual explora atividade econômica relacionada neste código),COOPERATIVAS,Remuneração dos Segurados,INCRA,0002,"0,2%",
612,EMPRESA OPTANTE PELO SIMPLES NACIONAL EMPRESA DE TRANSPORTE RODOVIÁRIO - EMPRESA DE TRANSPORTE DE VALORES - EMPRESA DE LOCAÇÃO DE VEÍCULO - EMPRESA DE DISTRIBUIÇÃO DE PETRÓLEO (exclusivamente em relação à folha de pagamento dos empregados envolvidos diretamente na atividade de transporte) - SOCIEDADE COOPERATIVA(estabelecimento no qual explora atividade econômica relacionada neste código),COOPERATIVAS,Remuneração dos Segurados,SEBRAE,0064,"0,6%",
612,EMPRESA OPTANTE PELO SIMPLES NACIONAL EMPRESA DE TRANSPORTE RODOVIÁRIO - EMPRESA DE TRANSPORTE DE VALORES - EMPRESA DE LOCAÇÃO DE VEÍCULO - EMPRESA DE DISTRIBUIÇÃO DE PETRÓLEO (exclusivamente em relação à folha de pagamento dos empregados envolvidos diretamente na atividade de transporte) - SOCIEDADE COOPERATIVA(estabelecimento no qual explora atividade econômica relacionada neste código),COOPERATIVAS,Remuneração dos Segurados,SESCOOP,4096,"2,5%",
612,EMPRESA OPTANTE PELO SIMPLES NACIONAL EMPRESA DE TRANSPORTE RODOVIÁRIO - EMPRESA DE TRANSPORTE DE VALORES - EMPRESA DE LOCAÇÃO DE VEÍCULO - EMPRESA DE DISTRIBUIÇÃO DE PETRÓLEO (exclusivamente em relação à folha de pagamento dos empregados envolvidos diretamente na atividade de transporte) - SOCIEDADE COOPERATIVA(estabelecimento no qual explora atividade econômica relacionada neste código),COOPERATIVAS,Remuneração dos Segurados,TOTAL,4163,"5,8%",
620,TOMADOR DE SERVIÇO DETRANSPORTADOR RODOVIÁRIO AUTÔNOMO (contribuição previdenciária a cargo da empresa tomadora e contribuição descontada do transportador autônomo para o SEST e o SENAT).,EMPRESAS,Salário deContribuição Previdenciária (20% do valor bruto do serviço prestado),SEST,1024,"1,5%",
620,TOMADOR DE SERVIÇO DETRANSPORTADOR RODOVIÁRIO AUTÔNOMO (contribuição previdenciária a cargo da empresa tomadora e contribuição descontada do transportador autônomo para o SEST e o SENAT).,EMPRESAS,Salário deContribuição Previdenciária (20% do valor bruto do serviço prestado),SENAT,2048,"1,0%",
620,TOMADOR DE SERVIÇO DETRANSPORTADOR RODOVIÁRIO AUTÔNOMO (contribuição previdenciária a cargo da empresa tomadora e contribuição descontada do transportador autônomo para o SEST e o SENAT).,EMPRESAS,Salário deContribuição Previdenciária (20% do valor bruto do serviço prestado),TOTAL,3072,"2,5%",
639,"ENTIDADE BENEFICENTE DE ASSISTÊNCIA SOCIAL, com isenção requerida e concedida pela Previdência Social, inclusive aquela transformada em entidade de fins econômicos na forma do artigo 7° da Lei 9131/95, no período de pagamento parcial das contribuições patronais, nos termos do art. 13 da Lei n° 11.096, de 13 de janeiro de 2005.",EMPRESAS,"",NÃO APLICÁVEL,0000,0%,
647,"ASSOCIAÇÃO DESPORTIVA QUE MANTÉMEQUIPE DE FUTEBOL PROFISSIONAL, em qualquer modalidade desportiva e CLUBE DE FUTEBOL PROFISSIONAL - contribuição descontada dos empregados, atletas ou não, e as destinadas a outras entidades ou fundos.",EMPRESAS,Remuneração dos Segurados,SALÁRIO EDUCAÇÃO,0001,"2,5%",
647,"ASSOCIAÇÃO DESPORTIVA QUE MANTÉMEQUIPE DE FUTEBOL PROFISSIONAL, em qualquer modalidade desportiva e CLUBE DE FUTEBOL PROFISSIONAL - contribuição descontada dos empregados, atletas ou não, e as destinadas a outras entidades ou fundos.",EMPRESAS,Remuneração dos Segurados,INCRA,0002,"0,2%",
647,"ASSOCIAÇÃO DESPORTIVA QUE MANTÉMEQUIPE DE FUTEBOL PROFISSIONAL, em qualquer modalidade desportiva e CLUBE DE FUTEBOL PROFISSIONAL - contribuição descontada dos empregados, atletas ou não, e as destinadas a outras entidades ou fundos.",EMPRESAS,Remuneração dos Segurados,SESC,0032,"1,5%",
647,"ASSOCIAÇÃO DESPORTIVA QUE MANTÉMEQUIPE DE FUTEBOL PROFISSIONAL, em qualquer modalidade desportiva e CLUBE DE FUTEBOL PROFISSIONAL - contribuição descontada dos empregados, atletas ou não, e as destinadas a outras entidades ou fundos.",EMPRESAS,Remuneração dos Segurados,SEBRAE,0064,"0,6%",
647,"ASSOCIAÇÃO DESPORTIVA QUE MANTÉMEQUIPE DE FUTEBOL PROFISSIONAL, em qualquer modalidade desportiva e CLUBE DE FUTEBOL PROFISSIONAL - contribuição descontada dos empregados, atletas ou não, e as destinadas a outras entidades ou fundos.",EMPRESAS,Remuneração dos Segurados,TOTAL,0099,"4,5%",
655,EMPRESA DE TRABALHO TEMPORÁRIO (Lei n.º 6.019/74) - contribuição sobre a remuneração do trabalhador temporário.,EMPRESAS,Remuneração dos Segurados,SALÁRIO EDUCAÇÃO,0001,"2,5%",
680,ÓRGÃO GESTOR DE MÃO-DE-OBRA comrelação a contribuição sobre a remuneração de trabalhador avulso vinculado à Diretoria de Portos e Costas.,EMPRESAS,Remuneração dos Segurados,SALÁRIO EDUCAÇÃO,0001,"2,5%",
680,ÓRGÃO GESTOR DE MÃO-DE-OBRA comrelação a contribuição sobre a remuneração de trabalhador avulso vinculado à Diretoria de Portos e Costas.,EMPRESAS,Remuneração dos Segurados,INCRA,0002,"0,2%",
680,ÓRGÃO GESTOR DE MÃO-DE-OBRA comrelação a contribuição sobre a remuneração de trabalhador avulso vinculado à Diretoria de Portos e Costas.,EMPRESAS,Remuneração dos Segurados,DPC,0128,"2,5%",
680,ÓRGÃO GESTOR DE MÃO-DE-OBRA comrelação a contribuição sobre a remuneração de trabalhador avulso vinculado à Diretoria de Portos e Costas.,EMPRESAS,Remuneração dos Segurados,TOTAL,0131,"5,2%",
736,"BANCO COMERCIAL - BANCO DE INVESTIMENTO - BANCO DE DESENVOLVIMENTO - CAIXA ECONÔMICA - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO - SOCIEDADE DE CRÉDITO IMOBILIÁRIO - SOCIEDADE CORRETORA - DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS - EMPRESA DE ARRENDAMENTO MERCANTIL - EMPRESA DE SEGURO PRIVADO E DE CAPITALIZAÇÃO (inclusive seguro saúde) - AGENTE AUTÔNOMO DE SEGURO PRIVADO E DE CRÉDITO - ENTIDADE DE PREVIDÊNCIA PRIVADA (aberta e fechada).",EMPRESAS,Remuneração dos Segurados,SALÁRIO EDUCAÇÃO,0001,"2,5%",
736,"BANCO COMERCIAL - BANCO DE INVESTIMENTO - BANCO DE DESENVOLVIMENTO - CAIXA ECONÔMICA - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO - SOCIEDADE DE CRÉDITO IMOBILIÁRIO - SOCIEDADE CORRETORA - DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS - EMPRESA DE ARRENDAMENTO MERCANTIL - EMPRESA DE SEGURO PRIVADO E DE CAPITALIZAÇÃO (inclusive seguro saúde) - AGENTE AUTÔNOMO DE SEGURO PRIVADO E DE CRÉDITO - ENTIDADE DE PREVIDÊNCIA PRIVADA (aberta e fechada).",EMPRESAS,Remuneração dos Segurados,INCRA,0002,"0,2%",
736,"BANCO COMERCIAL - BANCO DE INVESTIMENTO - BANCO DE DESENVOLVIMENTO - CAIXA ECONÔMICA - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO - SOCIEDADE DE CRÉDITO IMOBILIÁRIO - SOCIEDADE CORRETORA - DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS - EMPRESA DE ARRENDAMENTO MERCANTIL - EMPRESA DE SEGURO PRIVADO E DE CAPITALIZAÇÃO (inclusive seguro saúde) - AGENTE AUTÔNOMO DE SEGURO PRIVADO E DE CRÉDITO - ENTIDADE DE PREVIDÊNCIA PRIVADA (aberta e fechada).",EMPRESAS,Remuneração dos Segurados,TOTAL,0003,"2,7%",
744,"EMPRESA ADQUIRENTE, CONSUMIDORA, CONSIGNATÁRIA OU COOPERATIVA que adquire produção rural de produtor pessoa física, PRODUTOR RURAL PESSOA FÍSICA (Contribuinte Individual e Segurado Especial), quando venderem seus produtos a outro produtor rural pessoa física, consumidor pessoa física, destinatário incerto ou não comprovar formalmente o destino da produção ou a adquirente domiciliado no exterior, PRODUTOR RURAL PESSOA JURÍDICA E AGROINDÚSTRIA (exceto as agroindústrias de piscicultura, carcinicultura, suinocultura, avicultura, florestamento e reflorestamento nos termos da Lei nº 10.684/2003).",PESSOA FÍSICA,Receita bruta daprodução,PREVIDÊNCIA SOCIAL,0512,"2,0%",
744,"EMPRESA ADQUIRENTE, CONSUMIDORA, CONSIGNATÁRIA OU COOPERATIVA que adquire produção rural de produtor pessoa física, PRODUTOR RURAL PESSOA FÍSICA (Contribuinte Individual e Segurado Especial), quando venderem seus produtos a outro produtor rural pessoa física, consumidor pessoa física, destinatário incerto ou não comprovar formalmente o destino da produção ou a adquirente domiciliado no exterior, PRODUTOR RURAL PESSOA JURÍDICA E AGROINDÚSTRIA (exceto as agroindústrias de piscicultura, carcinicultura, suinocultura, avicultura, florestamento e reflorestamento nos termos da Lei nº 10.684/2003).",PESSOA JURÍDICA E AGROINDÚSTRIA,Receita bruta da produção,PREVIDÊNCIA SOCIAL,0512,"2,5%",
779,"ASSOCIAÇÃO DESPORTIVA QUE MANTÉM EQUIPE DE FUTEBOL PROFISSIONAL - contribuição de 5% da receita bruta, decorrente de espetáculo desportivo de que participe em todo território nacional em qualquer modalidade, inclusive jogos internacionais, a ser recolhida pela ENTIDADE PROMOTORA DO EVENTO (federação ou confederação), e de QUALQUER FORMA DE PATROCÍNIO, LICENCIAMENTO DE USO DE MARCAS E SÍMBOLOS, PUBLICIDADE, PROPAGANDA E TRANSMISSÃO DE ESPETÁCULOS DESPORTIVOS, a ser recolhida pela empresa ou entidade patrocinadora.",EMPRESAS,"",NÃO APLICÁVEL,0000,0%,
787,"SINDICATO, FEDERAÇÃO E CONFEDERAÇÃO PATRONAL RURAL, ATIVIDADE COOPERATIVISTA RURAL (Cooperativa Rural) não relacionada no Decreto-Lei nº 1.146/1970 (com ou sem produção própria), somente em relação aos empregados que atuem diretamente na produção primária de origem animal ou vegetal, AGROINDUSTRIAS de piscicultura, carcinicultura, suinocultura, avicultura, florestamento e reflorestamento nos termos da Lei nº 10.684/2003, somente em relação aos empregados que atuem diretamente na produção primária de origem animal ou vegetal, PRESTADOR DE MÃO-DE-OBRA RURAL legalmente constituído como pessoa jurídica, PRODUTOR RURAL PESSOA JURÍDICA na prestação de serviços rurais (atividade não autônoma), AGROINDÚSTRIA (nos termos da Lei 10.256/2001) na prestação de serviços rurais ou agroindustriais a terceiros, PRODUTOR RURAL PESSOA JURÍDICA que exerce outra atividade econômica autônoma, somente em relação aos empregados que atuem diretamente na produção primária de origem animal ou vegetal, PRODUTOR RURAL PESSOA FÍSICA, contribuinte Individual (empregador), recolhimento sobre a folha de salários por decisão judicial. SOCIEDADE COOPERATIVA DE CRÉDITO conforme Art. 10 da Lei nº 11.524, de 24 de setembro de 2007.","TODAS AS ATIVIDADES, EXCETO COOPERATIVISTA",Remuneração dos Segurados,SALÁRIO EDUCAÇÃO,0001,"2,5%",
787,"SINDICATO, FEDERAÇÃO E CONFEDERAÇÃO PATRONAL RURAL, ATIVIDADE COOPERATIVISTA RURAL (Cooperativa Rural) não relacionada no Decreto-Lei nº 1.146/1970 (com ou sem produção própria), somente em relação aos empregados que atuem diretamente na produção primária de origem animal ou vegetal, AGROINDUSTRIAS de piscicultura, carcinicultura, suinocultura, avicultura, florestamento e reflorestamento nos termos da Lei nº 10.684/2003, somente em relação aos empregados que atuem diretamente na produção primária de origem animal ou vegetal, PRESTADOR DE MÃO-DE-OBRA RURAL legalmente constituído como pessoa jurídica, PRODUTOR RURAL PESSOA JURÍDICA na prestação de serviços rurais (atividade não autônoma), AGROINDÚSTRIA (nos termos da Lei 10.256/2001) na prestação de serviços rurais ou agroindustriais a terceiros, PRODUTOR RURAL PESSOA JURÍDICA que exerce outra atividade econômica autônoma, somente em relação aos empregados que atuem diretamente na produção primária de origem animal ou vegetal, PRODUTOR RURAL PESSOA FÍSICA, contribuinte Individual (empregador), recolhimento sobre a folha de salários por decisão judicial. SOCIEDADE COOPERATIVA DE CRÉDITO conforme Art. 10 da Lei nº 11.524, de 24 de setembro de 2007.","TODAS AS ATIVIDADES, EXCETO COOPERATIVISTA",Remuneração dos Segurados,INCRA,0002,"0,2%",
787,"SINDICATO, FEDERAÇÃO E CONFEDERAÇÃO PATRONAL RURAL, ATIVIDADE COOPERATIVISTA RURAL (Cooperativa Rural) não relacionada no Decreto-Lei nº 1.146/1970 (com ou sem produção própria), somente em relação aos empregados que atuem diretamente na produção primária de origem animal ou vegetal, AGROINDUSTRIAS de piscicultura, carcinicultura, suinocultura, avicultura, florestamento e reflorestamento nos termos da Lei nº 10.684/2003, somente em relação aos empregados que atuem diretamente na produção primária de origem animal ou vegetal, PRESTADOR DE MÃO-DE-OBRA RURAL legalmente constituído como pessoa jurídica, PRODUTOR RURAL PESSOA JURÍDICA na prestação de serviços rurais (atividade não autônoma), AGROINDÚSTRIA (nos termos da Lei 10.256/2001) na prestação de serviços rurais ou agroindustriais a terceiros, PRODUTOR RURAL PESSOA JURÍDICA que exerce outra atividade econômica autônoma, somente em relação aos empregados que atuem diretamente na produção primária de origem animal ou vegetal, PRODUTOR RURAL PESSOA FÍSICA, contribuinte Individual (empregador), recolhimento sobre a folha de salários por decisão judicial. SOCIEDADE COOPERATIVA DE CRÉDITO conforme Art. 10 da Lei nº 11.524, de 24 de setembro de 2007.","TODAS AS ATIVIDADES, EXCETO COOPERATIVISTA",Remuneração dos Segurados,SENAR,0512,"2,5%",
787,"SINDICATO, FEDERAÇÃO E CONFEDERAÇÃO PATRONAL RURAL, ATIVIDADE COOPERATIVISTA RURAL (Cooperativa Rural) não relacionada no Decreto-Lei nº 1.146/1970 (com ou sem produção própria), somente em relação aos empregados que atuem diretamente na produção primária de origem animal ou vegetal, AGROINDUSTRIAS de piscicultura, carcinicultura, suinocultura, avicultura, florestamento e reflorestamento nos termos da Lei nº 10.684/2003, somente em relação aos empregados que atuem diretamente na produção primária de origem animal ou vegetal, PRESTADOR DE MÃO-DE-OBRA RURAL legalmente constituído como pessoa jurídica, PRODUTOR RURAL PESSOA JURÍDICA na prestação de serviços rurais (atividade não autônoma), AGROINDÚSTRIA (nos termos da Lei 10.256/2001) na prestação de serviços rurais ou agroindustriais a terceiros, PRODUTOR RURAL PESSOA JURÍDICA que exerce outra atividade econômica autônoma, somente em relação aos empregados que atuem diretamente na produção primária de origem animal ou vegetal, PRODUTOR RURAL PESSOA FÍSICA, contribuinte Individual (empregador), recolhimento sobre a folha de salários por decisão judicial. SOCIEDADE COOPERATIVA DE CRÉDITO conforme Art. 10 da Lei nº 11.524, de 24 de setembro de 2007.","TODAS AS ATIVIDADES, EXCETO COOPERATIVISTA",Remuneração dos Segurados,TOTAL,0515,"5,2%",
787,"SINDICATO, FEDERAÇÃO E CONFEDERAÇÃO PATRONAL RURAL, ATIVIDADE COOPERATIVISTA RURAL (Cooperativa Rural) não relacionada no Decreto-Lei nº 1.146/1970 (com ou sem produção própria), somente em relação aos empregados que atuem diretamente na produção primária de origem animal ou vegetal, AGROINDUSTRIAS de piscicultura, carcinicultura, suinocultura, avicultura, florestamento e reflorestamento nos termos da Lei nº 10.684/2003, somente em relação aos empregados que atuem diretamente na produção primária de origem animal ou vegetal, PRESTADOR DE MÃO-DE-OBRA RURAL legalmente constituído como pessoa jurídica, PRODUTOR RURAL PESSOA JURÍDICA na prestação de serviços rurais (atividade não autônoma), AGROINDÚSTRIA (nos termos da Lei 10.256/2001) na prestação de serviços rurais ou agroindustriais a terceiros, PRODUTOR RURAL PESSOA JURÍDICA que exerce outra atividade econômica autônoma, somente em relação aos empregados que atuem diretamente na produção primária de origem animal ou vegetal, PRODUTOR RURAL PESSOA FÍSICA, contribuinte Individual (empregador), recolhimento sobre a folha de salários por decisão judicial. SOCIEDADE COOPERATIVA DE CRÉDITO conforme Art. 10 da Lei nº 11.524, de 24 de setembro de 2007.",COOPERATIVAS,Remuneração dos Segurados,SALÁRIO EDUCAÇÃO,0001,"2,5%",
